,question,model_answer,true_answer
47207,hammer is capable of break glass,Yes,Yes
47208,gulf of antalya is part of mediterranean,Yes,Yes
47209,cigarette is usually located at store,No,No
47210,motorcycle is usually used for urban areas,No,No
47211,proving physical endurance has a subevent of getting wet,No,No
47212,adding up numbers usually causes being tired,No,No
47213,lingonberry is part of cowberry,Yes,Yes
47214,in particular is the opposite of inapplicable,No,No
47215,go to hairdresser has a prerequisite of get key,No,No
47216,go to pub has a prerequisite of bring money,Yes,Yes
47217,massachusetts institute of technology is part of exbibit,No,No
47218,moving sidewalk is usually used for thinking,No,No
47219,pintle is part of australia,No,No
47220,stress usually causes being healthy,No,No
47221,centime is part of parana,No,No
47222,writing has a subevent of acting silly,No,No
47223,plants is capable of lie,No,No
47224,bridge is usually used for cross river,Yes,Yes
47225,stars is usually located at desk,No,No
47226,interstate highway is usually used for drive upon,Yes,Yes
47227,selkirk mountains is part of rockies,Yes,Yes
47228,merry go round is usually located at fair,Yes,Yes
47229,go to market has a prerequisite of get in car,Yes,Yes
47230,brooklyn is part of zambia,No,No
47231,naseby is part of english civil war,Yes,Yes
47232,italian renaissance is part of blastosphere,No,No
47233,store refrigerator is usually located at supermarket,Yes,Yes
47234,sew has a first subevent of see in mind's eye,No,No
47235,trondheim is part of norway,Yes,Yes
47236,cotton candy is usually located at fair,Yes,Yes
47237,car is usually located at freeway,Yes,Yes
47238,silver quandong is part of phot,No,No
47239,satan is part of colliery,No,No
47240,stretch is part of racetrack,Yes,Yes
47241,ball is capable of short out electrical circuits,No,No
47242,excercise is capable of name children,No,No
47243,poetic rhythm is part of poem,Yes,Yes
47244,self adhesive label has a property of served cold,No,No
47245,offline is the opposite of impure name,No,No
47246,organs is part of publication,No,No
47247,washable is the opposite of unwashable,Yes,Yes
47248,breakfast is usually located at table,Yes,Yes
47249,highway is usually located at atlas,Yes,Yes
47250,having heart attack usually causes weight gain,No,No
47251,telemeter is part of space probe,Yes,Yes
47252,cytoskeleton is part of afghanistan,No,No
47253,person desires see,Yes,Yes
47254,coquilla nut is part of piassava palm,Yes,Yes
47255,precipitate entails condense,Yes,Yes
47256,ball is capable of roll very well,Yes,Yes
47257,golf ball has two arms,No,No
47258,fatten entails feed,Yes,Yes
47259,alcohol is capable of burn,Yes,Yes
47260,telephone is usually located at hotel,Yes,Yes
47261,paying by check has a prerequisite of talk to,No,No
47262,lawn is usually located at yard,Yes,Yes
47263,great dividing range is part of locker room,No,No
47264,button is usually used for playing,No,No
47265,working out causes desire of flirt,No,No
47266,need for entertainment causes desire of have lunch,No,No
47267,machine is usually located at roof,No,No
47268,play basketball has a prerequisite of make fist,No,No
47269,riding bicycle has a subevent of sweat,No,No
47270,bikinis is usually located at drug store,No,No
47271,supermarket is usually used for being entertained,No,No
47272,mudguard is part of motorcycle,Yes,Yes
47273,snow is usually located at surface of earth,Yes,Yes
47274,papers is usually located at back yard,No,No
47275,computer is usually located at library,Yes,Yes
47276,fork is usually used for celebration,No,No
47277,waiting for usually causes boredom,Yes,Yes
47278,send criminal to prison has a prerequisite of convict of crime,Yes,Yes
47279,garden is usually located at backyard,Yes,Yes
47280,kola peninsula is part of russia,Yes,Yes
47281,maghreb is part of anaheim,No,No
47282,heat causes desire of swim,Yes,Yes
47283,strong emotions is capable of cloud judgement,Yes,Yes
47284,cocaine has a property of addictive,Yes,Yes
47285,sunroof is part of teraflop,No,No
47286,curtain is usually used for holding fabric together,No,No
47287,rug is usually used for resuscitation,No,No
47288,cleaning room usually causes getting slapped,No,No
47289,texarkana is part of texas,Yes,Yes
47290,cookies has a property of sweet,Yes,Yes
47291,sheet is usually used for making sweater,No,No
47292,take oath is motivated by a goal of dedicate allegiance,Yes,Yes
47293,agree with has a subevent of solve problems,No,No
47294,passenger is capable of board boat,Yes,Yes
47295,houses has doors,Yes,Yes
47296,alexandria is part of ladder,No,No
47297,bringing in verdict has a prerequisite of pucker up,No,No
47298,killer is usually located at death row,Yes,Yes
47299,slam is part of bridge,Yes,Yes
47300,good guy is the opposite of advance,No,No
47301,office is usually located at newspaper in newspaper,No,No
47302,guest is usually located at front door,Yes,Yes
47303,low is distinct from high,Yes,Yes
47304,going for swim usually causes getting hurt,No,No
47305,paint house has a prerequisite of phone number,No,No
47306,sprit is part of spritsail,Yes,Yes
47307,play sports has a prerequisite of get in shape,Yes,Yes
47308,flitch is part of wales,No,No
47309,character is usually located at calculator,No,No
47310,run twenty six miles has a prerequisite of go to exhibition,No,No
47311,western roman empire is part of swimming meet,No,No
47312,play sports has a last subevent of take shower,Yes,Yes
47313,chanter is part of bagpipe,Yes,Yes
47314,pisa is part of tuscany,Yes,Yes
47315,pizzeria is usually located at mall,Yes,Yes
47316,vas deferens is part of seminal duct,Yes,Yes
47317,competing has a prerequisite of go to mountains,No,No
47318,tree is capable of sleep lot,No,No
47319,black hole is usually located at space,Yes,Yes
47320,taimyr peninsula is part of bismarck archipelago,No,No
47321,knothole is part of evening,No,No
47322,adagio is part of pas de deux,Yes,Yes
47323,humans has effect of insemination,No,No
47324,mortarboard is part of nose,No,No
47325,old is distinct from many,No,No
47326,taking phone call has a prerequisite of eye,No,No
47327,ball is usually located at bed,No,No
47328,go see play has a prerequisite of purchase ticket,Yes,Yes
47329,take bus is motivated by a goal of like music,No,No
47330,inexpensive is the opposite of dear,Yes,Yes
47331,razorblade is part of kilowatt,No,No
47332,asian russia is part of procreation,No,No
47333,king is usually used for ruling country,Yes,Yes
47334,pogonion is part of lower jaw,Yes,Yes
47335,club is usually located at golf bag,Yes,Yes
47336,go into trance has a subevent of decide to punish,No,No
47337,sea is usually used for keep yourself dry,No,No
47338,ranger is usually located at state park,Yes,Yes
47339,madeira is part of madeira islands,Yes,Yes
47340,underground map is usually located at london,Yes,Yes
47341,person desires stay alive,Yes,Yes
47342,movie house is usually used for watching movies,Yes,Yes
47343,great sandy desert is part of ecuador,No,No
47344,machine is usually used for lift car,Yes,Yes
47345,open gift has a prerequisite of recieve gift,Yes,Yes
47346,intergalactic space is part of vertebra,No,No
47347,letter is usually located at mail box,Yes,Yes
47348,vacuum is capable of clean carpet,Yes,Yes
47349,sabah is part of iran,No,No
47350,getting drunk has a subevent of get hurt,No,No
47351,lantern is usually used for light path,Yes,Yes
47352,control rod is part of nuclear reactor,Yes,Yes
47353,large food store is usually located at television,No,No
47354,cambium is part of idaho,No,No
47355,maintaining muscle strength is usually used for keeping fit,Yes,Yes
47356,enter entails solidify,No,No
47357,thanking usually causes smile,Yes,Yes
47358,marrakesh is part of morocco,Yes,Yes
47359,person is capable of butter toast,Yes,Yes
47360,being good child causes desire of please parents,Yes,Yes
47361,walking around lake usually causes getting exercise,Yes,Yes
47362,chancel is part of church,Yes,Yes
47363,takedown is part of scotland,No,No
47364,bell is part of blunderbuss,Yes,Yes
47365,having lunch is usually used for doing math,No,No
47366,use computer is motivated by a goal of surf internet,Yes,Yes
47367,air traffic control tower is usually located at store,No,No
47368,fallopian tube is part of air passage,No,No
47369,eye is capable of cake chimney,No,No
47370,bum is usually located at motel room,No,No
47371,tabasco is part of mexico,Yes,Yes
47372,forklift is usually used for entertaining,No,No
47373,vas deferens is part of southeast asia,No,No
47374,compute sum has a prerequisite of get calculator,Yes,Yes
47375,having fun is usually used for personal benefit,Yes,Yes
47376,backspace key is part of thigh,No,No
47377,drive car has a prerequisite of get keys,Yes,Yes
47378,student is capable of forget homework,Yes,Yes
47379,waiting in line has a subevent of learning to shoot,No,No
47380,odessa is part of federal judiciary,No,No
47381,potato is usually located at theater,No,No
47382,repairing umbrella is usually used for hold wine,No,No
47383,veto entails cut,No,No
47384,predictive is the opposite of reactive,Yes,Yes
47385,suits is usually located at closet,Yes,Yes
47386,book is usually used for seating passengers,No,No
47387,circle of willis is part of guatemala,No,No
47388,bathroom is usually used for process,No,No
47389,french west indies is part of mesozoic,No,No
47390,chess bishop is usually located at france,No,No
47391,go to get haircut has a first subevent of grasp shoelaces,No,No
47392,bed is usually used for lie down,Yes,Yes
47393,stopping bicycle usually causes getting wet,No,No
47394,note entails perceive,Yes,Yes
47395,outlier is the opposite of inlier,Yes,Yes
47396,cane is usually used for support,Yes,Yes
47397,going outside for evening has a prerequisite of buy sleigh,No,No
47398,making sure re healthy has a subevent of shouting,No,No
47399,rope is usually located at rotting vegetation,No,No
47400,person desires hope,Yes,Yes
47401,take in film is motivated by a goal of bored,No,No
47402,foreground is part of list,No,No
47403,gunsight is part of great lakes,No,No
47404,shag is part of shag rug,Yes,Yes
47405,ambidextrous is the opposite of encode,No,No
47406,bus is usually located at shelf,No,No
47407,student is usually located at city,No,No
47408,steak house is usually used for throwing,No,No
47409,bessemer converter is part of steel mill,Yes,Yes
47410,scorzonera is part of black salsify,Yes,Yes
47411,eye is usually located at dining room,No,No
47412,mystery causes desire of go on internet,No,No
47413,picket sign is usually located at bathtub,No,No
47414,metaurus river is part of iraq,No,No
47415,bikinis has become smaller and smaller,Yes,Yes
47416,falling has a subevent of land,Yes,Yes
47417,bridge is usually used for flour,No,No
47418,whither is the opposite of limited,No,No
47419,finding information has a subevent of consider spaciousness,No,No
47420,cannonball is usually used for sinking ships,Yes,Yes
47421,doing crossword puzzle usually causes learning new words,Yes,Yes
47422,page usually recieves an action of salted,No,No
47423,person desires achieve enlightenment,Yes,Yes
47424,penny is usually located at piggy bank,Yes,Yes
47425,person is usually located at bus stop,Yes,Yes
47426,crystal is part of maryland,No,No
47427,escalator is usually located at department store,Yes,Yes
47428,lost is distinct from found,Yes,Yes
47429,buying has a subevent of bottle will break,No,No
47430,hearing testimony has a subevent of showering,No,No
47431,cathode is part of voltaic cell,Yes,Yes
47432,united states army is part of nose,No,No
47433,lymph node is part of fancy dress,No,No
47434,go to sporting event has a prerequisite of purchase tickets,Yes,Yes
47435,washing car usually causes car becoming clean,Yes,Yes
47436,shopping bag is usually located at supermarket,Yes,Yes
47437,pleasing parents usually causes injuries,No,No
47438,map is usually used for make salads,No,No
47439,entertaining has a subevent of recognize,Yes,Yes
47440,facsimile is usually used for running town,No,No
47441,walk has a subevent of typing,No,No
47442,asphalt tiles is usually located at bookshelf,No,No
47443,going for jog has a prerequisite of consumption of alcohol,No,No
47444,front desk is usually located at hotel,Yes,Yes
47445,opening gift is usually used for expressing feeling,No,No
47446,hydroplane entails call,No,No
47447,toea is part of kina,Yes,Yes
47448,envelope is usually used for send letter,Yes,Yes
47449,cairo is part of urinary tract,No,No
47450,bed is part of campania,No,No
47451,going public usually causes consequences,Yes,Yes
47452,cot is usually located at jail,Yes,Yes
47453,united states is part of north america,Yes,Yes
47454,high gear is part of car,Yes,Yes
47455,hear testimony has a subevent of think,No,No
47456,disappear is the opposite of appear,Yes,Yes
47457,disrespect is the opposite of lo fi,No,No
47458,streams is usually located at woods,Yes,Yes
47459,moral is the opposite of edible,No,No
47460,book is usually located at shallow water,No,No
47461,sheets is capable of come in matching sets,Yes,Yes
47462,coconuts usually recieves an action of represented by digits,No,No
47463,bellhop is usually located at sea,No,No
47464,being cold causes desire of start fire,Yes,Yes
47465,dancing has a subevent of moving,Yes,Yes
47466,aruba is part of appalachians,No,No
47467,stop bicycle has a prerequisite of set vcr,No,No
47468,remembering phone number has a prerequisite of have hoop,No,No
47469,attend lecture has a prerequisite of write down,No,No
47470,odometer is part of motor vehicle,Yes,Yes
47471,impure name is the opposite of bless,No,No
47472,relax has a prerequisite of buy beer,No,No
47473,radial vein is part of ship,No,No
47474,travel has a prerequisite of pack,Yes,Yes
47475,praying usually causes being comforted,Yes,Yes
47476,captain is usually located at ship,Yes,Yes
47477,cn tower is part of toronto,Yes,Yes
47478,shoe collar is part of shoe,Yes,Yes
47479,saddle is usually used for riding donkey,Yes,Yes
47480,carry on bag is usually used for carry personal items,Yes,Yes
47481,bronx whitestone bridge is part of himalayas,No,No
47482,people has a property of round,No,No
47483,person is usually used for loving,Yes,Yes
47484,getting in shape usually causes better health,Yes,Yes
47485,obstruct justice is motivated by a goal of bad,Yes,Yes
47486,silver is the opposite of internal,No,No
47487,radios is capable of condition racehorses,No,No
47488,shopping basket is usually used for rowing,No,No
47489,radio studio is usually used for drawing on,No,No
47490,bring suit has a prerequisite of contact lawyer,Yes,Yes
47491,tea candle is capable of delight children,No,No
47492,policemen is capable of gather no moss,No,No
47493,fan is usually used for having fun,No,No
47494,compost has a property of short for not,No,No
47495,advent is defined as four weeks before christmas,Yes,Yes
47496,swimming is usually used for observing small things,No,No
47497,battery is usually used for couples,No,No
47498,human is usually located at homes,Yes,Yes
47499,theater box is usually used for living in,No,No
47500,set is capable of bridge gaps,No,No
47501,golf balls has dimples,Yes,Yes
47502,cogitate has a prerequisite of have brain,Yes,Yes
47503,farmer is capable of enter barn,Yes,Yes
47504,socialize has a prerequisite of read book,No,No
47505,rich is the opposite of succeeding,No,No
47506,playing football has a subevent of get tackled,Yes,Yes
47507,farting usually causes remembering,No,No
47508,vessel is part of vascular system,Yes,Yes
47509,reception is usually located at hall,Yes,Yes
47510,doing housework usually causes boredom,Yes,Yes
47511,read newspaper has a prerequisite of find newspaper,Yes,Yes
47512,transit line is part of texas,No,No
47513,take final exams has a prerequisite of turn on oven,No,No
47514,attending lecture is usually used for learning,Yes,Yes
47515,lamp is usually located at new york,No,No
47516,extrinsic is the opposite of fruitful,No,No
47517,involved in accident has a prerequisite of step out of,No,No
47518,arafura sea is part of pacific,Yes,Yes
47519,reading to children is usually used for educating,Yes,Yes
47520,e mail is usually used for cool off,No,No
47521,lip is usually used for suck,Yes,Yes
47522,decrypt is the opposite of enemy,No,No
47523,commit perjury has a prerequisite of lie in court,Yes,Yes
47524,wind is capable of destroy cells,No,No
47525,going to mall usually causes text,No,No
47526,sign contract has a prerequisite of sit in quiet room,No,No
47527,hit bottle has a prerequisite of have ax,No,No
47528,magician is capable of fool audience,Yes,Yes
47529,machine is capable of sort letters,Yes,Yes
47530,led is usually located at electronic equipment,Yes,Yes
47531,forgiving usually causes feel better,Yes,Yes
47532,muscle is usually used for extension,Yes,Yes
47533,automobile is capable of transport things,Yes,Yes
47534,lords is capable of cake on boots,No,No
47535,pencil has graphite not lead,Yes,Yes
47536,bioko is part of telpherage,No,No
47537,child is capable of dress doll,Yes,Yes
47538,fear causes desire of run,Yes,Yes
47539,approach entails advance,Yes,Yes
47540,looking through telescope has a subevent of seeing star,Yes,Yes
47541,go on stage has a first subevent of light match,No,No
47542,awake is motivated by a goal of complex,No,No
47543,santa ana is part of el salvador,Yes,Yes
47544,reading usually causes having sex,No,No
47545,machine gun is usually used for talking to friends,No,No
47546,take phone call has a subevent of record,Yes,Yes
47547,house husband is the opposite of housewife,Yes,Yes
47548,ball is usually used for tennis,Yes,Yes
47549,ash wednesday is part of lent,Yes,Yes
47550,seeing art is usually used for enhance,No,No
47551,going off strike usually causes getting excited,No,No
47552,mean is distinct from nice,Yes,Yes
47553,person is capable of dance for hours,No,No
47554,musical notation is part of andes,No,No
47555,pike's peak is part of colorado,Yes,Yes
47556,person is usually located at quandry,Yes,Yes
47557,guitar is usually used for learning,No,No
47558,political ideology is usually used for travelling on,No,No
47559,playing guitar is usually used for generate hydro electric power,No,No
47560,read letter has a subevent of open,Yes,Yes
47561,cooking meal is usually used for feeding yourself,Yes,Yes
47562,person desires beer and sluts,Yes,Yes
47563,guests is capable of fail classes,No,No
47564,hundredweight is part of wisconsin,No,No
47565,person desires good relationship,Yes,Yes
47566,aisle is usually used for feeling better about yourself,No,No
47567,murderer is capable of wall in victim,Yes,Yes
47568,sentient beings is capable of fancy catnip,No,No
47569,flirting is usually used for having fun,Yes,Yes
47570,flower girls is usually located at closet,No,No
47571,roads is capable of bite,No,No
47572,kibibit is part of pennsylvania,No,No
47573,ficus is usually located at dirt,Yes,Yes
47574,changing society usually causes sweating,No,No
47575,snow is usually located at mountains,Yes,Yes
47576,beach towel is usually located at bus stop,No,No
47577,emptying bladder has a subevent of feeling of relief,Yes,Yes
47578,port vila is part of vanuatu,Yes,Yes
47579,getting divorce usually causes sum,No,No
47580,hostess is capable of settle lawsuits,No,No
47581,fire is capable of heat house,Yes,Yes
47582,pennsylvania is part of united states,Yes,Yes
47583,people has a property of weird,Yes,Yes
47584,going for walk has a subevent of wear hat,Yes,Yes
47585,electricity is created by political ideology,No,No
47586,room study is usually located at jail,No,No
47587,minster is part of monastery,Yes,Yes
47588,cloth is usually located at kitchen,Yes,Yes
47589,kitchenette is usually located at butchers shop,No,No
47590,commodore john barry bridge is part of chester,Yes,Yes
47591,innocent is the opposite of guilty,Yes,Yes
47592,read newspaper is motivated by a goal of read informative articles,Yes,Yes
47593,needing clean clothes causes desire of gather energy for tomorrow,No,No
47594,people is capable of age quickly,Yes,Yes
47595,short ton is part of kiloton,Yes,Yes
47596,dying is usually used for end of life,Yes,Yes
47597,dna is capable of shade lawn,No,No
47598,watch television has a prerequisite of have deck of cards,No,No
47599,palm is part of house,No,No
47600,money is usually used for pay for sex,Yes,Yes
47601,deli is usually used for purchasing sandwiches,Yes,Yes
47602,waveguide is part of radar,Yes,Yes
47603,part is distinct from success,No,No
47604,hoist is usually used for lift heavy objects,Yes,Yes
47605,dance step is part of jordanian dinar,No,No
47606,eraser is usually used for earn money,No,No
47607,global positioning system is usually located at rural area,No,No
47608,deltoid tuberosity is part of faggoting,No,No
47609,malediction is the opposite of benediction,Yes,Yes
47610,villahermosa is part of mexico,Yes,Yes
47611,fire is the opposite of water,Yes,Yes
47612,wheat is usually located at field,Yes,Yes
47613,crowded trains is usually located at india,Yes,Yes
47614,chairs usually recieves an action of found in all countries,Yes,Yes
47615,become more clean has a prerequisite of read book about,No,No
47616,masturbating has a subevent of going to doctor,No,No
47617,knight in castle is usually located at midieval times,Yes,Yes
47618,weather reports is usually located at newspaper,Yes,Yes
47619,facial tissue is usually used for correct,No,No
47620,fireman is capable of put out fire,Yes,Yes
47621,electric razor is usually used for trimming beard,Yes,Yes
47622,everyone has a property of afraid of,Yes,Yes
47623,large food store is usually used for feeling good,No,No
47624,foot is part of iraq,No,No
47625,go to bed has a prerequisite of tickets,No,No
47626,food is usually located at can,Yes,Yes
47627,water heater is usually located at newspaper,No,No
47628,circus tent is part of mid atlantic states,No,No
47629,stickshift is the opposite of automatic,Yes,Yes
47630,salt is usually used for sitting,No,No
47631,sex is part of procreation,Yes,Yes
47632,getting in shape is usually used for strike,No,No
47633,forest has many trees,Yes,Yes
47634,stamp rack is usually located at theater,No,No
47635,cigarette butt is part of cigarette,Yes,Yes
47636,privatization is the opposite of cry,No,No
47637,paper is usually used for write letter,Yes,Yes
47638,group of people is usually located at meeting,Yes,Yes
47639,political party is capable of sun itself on rock,No,No
47640,superman is capable of land on runway,No,No
47641,watching tv show usually causes boredom,Yes,Yes
47642,urubupunga is part of parana,Yes,Yes
47643,shirt is usually used for reading compact disc,No,No
47644,machine is usually used for create,No,No
47645,working has a subevent of lift weights,No,No
47646,sun is usually used for enjoying music,No,No
47647,glass usually recieves an action of broken,Yes,Yes
47648,teaspoon is usually used for start fire,No,No
47649,lettuce is usually located at freeway,No,No
47650,going to film has a prerequisite of money,Yes,Yes
47651,snack bar is usually located at bus depot,Yes,Yes
47652,war is the opposite of peace,Yes,Yes
47653,signing contract has a subevent of regret,Yes,Yes
47654,bedrooms has a property of sick,No,No
47655,wisdom of solomon is part of apocrypha,Yes,Yes
47656,trade wind is the opposite of roughness,No,No
47657,bomb is usually used for scaring people,Yes,Yes
47658,landlord is capable of let flat,Yes,Yes
47659,chat with friends has a subevent of talk all at once,Yes,Yes
47660,hearing news has a subevent of listen to,Yes,Yes
47661,bread is usually located at germany,No,No
47662,create idea has a prerequisite of sense of humor,No,No
47663,microscopic is the opposite of baddie,No,No
47664,razor is usually used for catching,No,No
47665,conducting trial has a subevent of examining evidence,Yes,Yes
47666,love else has a prerequisite of return to work,No,No
47667,activate is the opposite of deactivate,Yes,Yes
47668,saucepan is usually located at kitchen,Yes,Yes
47669,north atlantic is part of atlantic,Yes,Yes
47670,deflation is the opposite of unhealthy,No,No
47671,lying is usually used for deception,Yes,Yes
47672,numbers is part of buckle,No,No
47673,parking area is usually located at city,Yes,Yes
47674,bell is capable of make sick,No,No
47675,wick is part of candle,Yes,Yes
47676,venae interlobulares renis is part of kidney,Yes,Yes
47677,prosthesis is usually used for replacing limb,Yes,Yes
47678,crossing street usually causes learning moral of story,No,No
47679,madagascar is part of indian ocean,Yes,Yes
47680,chat with friends has a subevent of write,No,No
47681,tape dispenser is usually located at desk,Yes,Yes
47682,foods is defined as plural form of food,Yes,Yes
47683,watch film has a subevent of bluff,No,No
47684,united states is usually located at painting,No,No
47685,bodywork is part of motor vehicle,Yes,Yes
47686,having bath usually causes pleasure,No,No
47687,cambridge university is part of cambridge,Yes,Yes
47688,get onto web has a prerequisite of have food,No,No
47689,lifeguards is usually located at swimming pool,Yes,Yes
47690,stay in bed has a prerequisite of get into bed,Yes,Yes
47691,take phone call has a subevent of determine manufacturer,No,No
47692,mudguard is part of europe,No,No
47693,omdurman is part of sudan,Yes,Yes
47694,comfort friend has a prerequisite of have friend,Yes,Yes
47695,hagerstown is part of france,No,No
47696,having physical exam has a subevent of seeing local events,No,No
47697,spout is part of pipe,Yes,Yes
47698,garbage can is usually used for holding garbage,Yes,Yes
47699,old is the opposite of disorientation,No,No
47700,turnip is part of abscess,No,No
47701,taking shower has a subevent of bottle breaks,No,No
47702,hit bottle is motivated by a goal of get drunk,Yes,Yes
47703,kashmir is part of india,Yes,Yes
47704,stay in bed has a first subevent of sleep,Yes,Yes
47705,orange has not had sex,No,No
47706,glue is usually used for hold things together,Yes,Yes
47707,arno is part of canada,No,No
47708,bursa is part of capsicum,No,No
47709,start fire has a last subevent of put out,Yes,Yes
47710,play sports has a prerequisite of in competition,No,No
47711,earth has a property of hungry,No,No
47712,frozen dinners is usually located at house,No,No
47713,christian is capable of confess sin,Yes,Yes
47714,bowl is usually used for hold liquids,Yes,Yes
47715,singing has a prerequisite of having voice,Yes,Yes
47716,canthus is part of eye,Yes,Yes
47717,paisa is part of taka,Yes,Yes
47718,learning usually causes knowledge,Yes,Yes
47719,table tennis has a property of fun,Yes,Yes
47720,boarding room is usually used for enter,No,No
47721,sit down has a subevent of swim,No,No
47722,baseball player is capable of throw,Yes,Yes
47723,eyes is capable of catch bus,No,No
47724,paint is capable of consist of oil,Yes,Yes
47725,aden is part of yemen,Yes,Yes
47726,sex usually causes children,Yes,Yes
47727,new amsterdam is part of new york,Yes,Yes
47728,listen to music has a prerequisite of play cd,Yes,Yes
47729,examining thing has a subevent of start,Yes,Yes
47730,learning language has a prerequisite of persistance,Yes,Yes
47731,dressing nice is usually used for special occasions,Yes,Yes
47732,water is usually located at brook,Yes,Yes
47733,kiss has a subevent of pucker lips,Yes,Yes
47734,internet is usually used for communicate with family,Yes,Yes
47735,score entails compete,Yes,Yes
47736,decanter is usually used for hold wine,Yes,Yes
47737,stock is part of gable roof,No,No
47738,bench is part of term,No,No
47739,mp3 player is usually used for listen to music,Yes,Yes
47740,grandson is the opposite of granddaughter,Yes,Yes
47741,food is usually located at cupboard,Yes,Yes
47742,bit is part of dress shirt,No,No
47743,tishri is part of jewish calendar,Yes,Yes
47744,floor is usually located at toy store,No,No
47745,candy is usually located at wet and humid place,No,No
47746,marshall islands is part of micronesia,Yes,Yes
47747,changing society is usually used for accommodate,No,No
47748,have lunch has a subevent of satisfying appetite,Yes,Yes
47749,columbus is part of arizona,No,No
47750,student is capable of point,No,No
47751,paint is capable of value good morals,No,No
47752,flowers usually recieves an action of grown in pots,Yes,Yes
47753,drive to work has a prerequisite of use words,No,No
47754,lettuce is usually located at university,No,No
47755,optimistic is the opposite of pessimistic,Yes,Yes
47756,every living thing has unique personality,No,No
47757,machine is usually used for protecting face from sun,No,No
47758,storm is part of posterior pituitary,No,No
47759,mailbox is usually located at post office,Yes,Yes
47760,freezer is usually used for freezing fresh food,Yes,Yes
47761,get paid has a prerequisite of get ball,No,No
47762,doormat is usually located at hallway,Yes,Yes
47763,delicatessen is usually used for swiming,No,No
47764,flirt has a prerequisite of get in car,No,No
47765,pans is usually located at fridge,No,No
47766,plowshare is part of sebastiana,No,No
47767,tabora is part of hospital,No,No
47768,go to school has a prerequisite of on time,Yes,Yes
47769,beanbag is usually used for play catch,Yes,Yes
47770,driveway is usually used for parking,Yes,Yes
47771,take floor entails pluck,No,No
47772,going to store has a prerequisite of money usually,Yes,Yes
47773,train station is usually located at city,Yes,Yes
47774,seeing exciting story usually causes getting excited,Yes,Yes
47775,calgary is part of asia,No,No
47776,run has a prerequisite of big army,No,No
47777,half century is part of atlantic,No,No
47778,ocean is usually located at dining room,No,No
47779,telephone is usually located at room,No,No
47780,have conversation has a prerequisite of look at ball,No,No
47781,magazines is capable of speaking lies,No,No
47782,fennel seed is part of germany,No,No
47783,atom has a property of very very small,Yes,Yes
47784,assam is part of north carolina,No,No
47785,blanketing is usually used for warmth,Yes,Yes
47786,needing groceries causes desire of go to market,Yes,Yes
47787,jumping rope has a prerequisite of rope,Yes,Yes
47788,jelly is usually located at rug,No,No
47789,diamond is capable of last forever,Yes,Yes
47790,humans is usually located at opera,No,No
47791,have party is motivated by a goal of it's birthday,Yes,Yes
47792,medina is part of hejaz,Yes,Yes
47793,faucet is usually located at restroom,Yes,Yes
47794,router is usually located at network,Yes,Yes
47795,alleghenies is part of virginia,Yes,Yes
47796,wash car has a subevent of scrub,Yes,Yes
47797,luke is part of apartment building,No,No
47798,thin client is the opposite of verso,No,No
47799,seeing artifacts has a prerequisite of buy ticket to concert,No,No
47800,doing exercises usually causes getting in shape,Yes,Yes
47801,menopause is part of middle age,Yes,Yes
47802,opening bag of chips is usually used for living in,No,No
47803,resonate usually causes understand,Yes,Yes
47804,buffing wheel is part of massachusetts,No,No
47805,cables is usually located at corner of two streets,No,No
47806,moon is usually located at supermarket,No,No
47807,person is capable of return books to library,Yes,Yes
47808,see art has a prerequisite of get girlfriend,No,No
47809,bus stop is part of bus route,Yes,Yes
47810,sit down is motivated by a goal of rest,Yes,Yes
47811,commit perjury has a prerequisite of consider consequenses,Yes,Yes
47812,ottoman empire is part of asia,Yes,Yes
47813,sleeping is usually used for security,No,No
47814,socialize has a prerequisite of go to party,Yes,Yes
47815,change society has a prerequisite of social activist,Yes,Yes
47816,brain is part of cognitive science,No,No
47817,couples often has fun together,Yes,Yes
47818,find downstairs is defined as plural of report,No,No
47819,surf web has a prerequisite of get connected to internet,Yes,Yes
47820,green beans is usually located at cupboard,No,No
47821,neck is usually located at bed,No,No
47822,having sex with has a subevent of touching each other,Yes,Yes
47823,loving else has a subevent of love yourself,Yes,Yes
47824,buy hamburger has a prerequisite of listen,No,No
47825,kuala lumpur is part of queensland,No,No
47826,advertising causes desire of buy products,Yes,Yes
47827,slipknot is part of bulgaria,No,No
47828,marker is usually located at book,Yes,Yes
47829,ductus arteriosus is part of garment,No,No
47830,wash hands has a prerequisite of turn on water,Yes,Yes
47831,listening to music has a prerequisite of ear,Yes,Yes
47832,rake handle is part of electric fan,No,No
47833,milligram is part of reproduction,No,No
47834,impanel jury is motivated by a goal of trial,Yes,Yes
47835,nasal is part of bridge,Yes,Yes
47836,clinic is part of hospital,Yes,Yes
47837,orkney islands is part of atlantic,Yes,Yes
47838,contemplation has a prerequisite of thought,Yes,Yes
47839,going public usually causes problems,Yes,Yes
47840,red is part of montana,No,No
47841,getting warm usually causes sweating,Yes,Yes
47842,quart is part of gallon,Yes,Yes
47843,lake nasser is part of egypt,Yes,Yes
47844,helicopter is usually used for holding crude oil,No,No
47845,take bus has a subevent of pay bus fare,Yes,Yes
47846,attending rock concert has a prerequisite of read over carefully first,No,No
47847,kiloton is part of uterus,No,No
47848,fornix is part of colorado,No,No
47849,fan is usually used for sitting in,No,No
47850,animals is capable of shine all day,No,No
