,questions,labels
39079,is snowmobile mechanical?,1
39080,does flusher smell?,0
39081,is tree artifically made like televisions or guns,0
39082,will scrapbook keep things cold,0
39083,Is trajectory used for any jobs?,1
39084,Is bottle used for food?,1
39085,is roadwork work,1
39086,can church be a building,1
39087,is atrium an occupation ?,0
39088,Is bookmark a form of communication?,0
39089,Is divorcee a tool?,0
39090,is toilet found in a bathroom?,1
39091,is diamonds prestigious,1
39092,is rash a feeling?,0
39093,does mitten keep you warm?,1
39094,can condition be held in hands,0
39095,Does whirlybird have moving parts?,1
39096,is sycamore a toy?,0
39097,Is policeman an occupation?,1
39098,is hydroxide large,0
39099,Is universe smaller than a car?,0
39100,is tier an object,1
39101,Is arches useful?,1
39102,Can you find bun at a store?,1
39103,"Can facility be another type of building, like hospital/police station etc?",1
39104,Is rock an animal,0
39105,is wavelength related to nature?,1
39106,Is patient a patient?,1
39107,Is plate a physical object?,1
39108,Is carsalesman a type of sales person?,1
39109,Does hatchback have more than two seats?,1
39110,does state have a physical form,1
39111,Does thumbnail have a screen?,0
39112,Is job an object?,0
39113,is toupee a hat?,0
39114,is anesthesia a place?,0
39115,Is benefactor a human being?,1
39116,Does rainbow have wheels,0
39117,Is deserter visible to the human eye?,1
39118,Is obsidian invisible ,0
39119,is concrete solid,1
39120,Is azalea in nature?,1
39121,Is wormwood an animal,0
39122,is filet larger than a loaf of bread?,0
39123,Is extraction paying bills,0
39124,is bus used for transport,1
39125,Is flytrap used to wear?,0
39126,is atrium furniture ?,0
39127,Is farmer human?,1
39128,is linguini a solid item,1
39129,Is warrant common?,0
39130,is paddler a buidling,0
39131,is pallbearer human?,1
39132,is preschool a day care,1
39133,is railcar a tool of some sort?,0
39134,Is priest related to faith?,1
39135,Is steam gaseous?,1
39136,Is seat largert than a book?,1
39137,is smorgasbord man made,1
39138,is babe female?,1
39139,Is wall edible?,0
39140,is porthole gas p owered,0
39141,Is ocean wet normally?,1
39142,Is matchwood made of mostly plastic?,0
39143,does acrobat involve a racquet,0
39144,is hail weather?,1
39145,Is hand mostly metal?,0
39146,Is teacher in the education field?,1
39147,Is computer in nature?,0
39148,is harpoon a physical object,1
39149,Is kin a religion?,0
39150,is roast a tool ?,0
39151,Is outfield an outdoors object?,1
39152,is testicle made of brick?,0
39153,does construction have to do with tools,1
39154,Is cactus prickly?,1
39155,Is facebook a business?,1
39156,is sassafras a plant,1
39157,is hammer a tool,1
39158,Is artillery electronic?,1
39159,Is pill electronic?,0
39160,Is iron something that can be picked up with your hand?,1
39161,is staircase made of wood,1
39162,Is tissue round?,0
39163,is millionaire an object?,0
39164,Is marmalade cold?,1
39165,is whalebone a spirit?,0
39166,is intelligence tangible,0
39167,It truck smaller than a human?,0
39168,is telescope bigger than a house?,0
39169,Is book used indoors?,1
39170,is subspecies at the zoo,1
39171,Is memoir something you drive?,0
39172,Is individual found on Earth,1
39173,is clothier in the sky,0
39174,Is breeze the wind?,1
39175,is slicer an everyday item?,1
39176,Is workroom a disease?,0
39177,		Is brazier alive?,0
39178,Is tool a occupation a person might have?,0
39179,is runway made of clothing materials?,0
39180,Is crossword made from fabric?,0
39181,Is tomb used in the kitchen?,0
39182,does teaspoonful have a flavor,1
39183,is headdress a machine,0
39184,Does nurse deal with marketing?,0
39185,Can I buy jupiter at a store?,0
39186,is poop white,0
39187,is sweatshirt soft,1
39188,can kids use alehouse easily,0
39189,Is amount a sport,0
39190,Does adventurer require any accoutrements?,1
39191,is ted a title,0
39192,is breadboard made of wood? ,1
39193,is letterbox made of metal,1
39194,do you use seen inside,0
39195,Is brush related to painting?,1
39196,is turbocharger useful?,1
39197,is wiretap an animal?,0
39198,does wristband separate your fingers while you're wearing it?,0
39199,is state well known,1
39200,Is gash positive,0
39201,Is kebab alive?,0
39202,is road a weapon?,0
39203,is chimney on top of the house?,1
39204,is kindness an idea?,1
39205,is tiller alive,0
39206,Is windbreaker round?,0
39207,does car move,1
39208,Is car manmade,1
39209,Does overbite fall from the sky?,0
39210,can sadness be felt?,1
39211,is plan a concept,1
39212,is homosapien related to human,1
39213,is ash colorful,0
39214,does sandwich involve food,1
39215,Is bushman a wild animal?,0
39216,Is cryptography an idea?,1
39217,does observer have to do with education?,0
39218,can you buy ham at a store?,1
39219,Does plant photosynthesize? ,1
39220,Does sportscaster make  a noise?,1
39221,Is oxidizer used to create medicines?,1
39222,is popcorn a plant,0
39223,is sphere a service?,0
39224,Is space near the ocean?,0
39225,is office heavy?,1
39226,Is hayloft bigger than a person,1
39227,is hand a plant,0
39228,Is poet an occupation?,1
39229,can bonsai be grown in a garden?,1
39230,IS autograph a policy?,0
39231,is mortician an occupation,1
39232,is statue made of rock,1
39233,is food a government profession,0
39234,is farmer constructed from something?,0
39235,Can you hold salad in your hand?,1
39236,is hand bigger than a baseball?,1
39237,do you use broom to do chores?,1
39238,Is cedar a single specific tree?,1
39239,Is quintet smaller than a ball?,0
39240,is transporter heavy?,1
39241,Would I wear melon after I took a shower?,0
39242,does oven use electric,1
39243,Is coursage worn on the wrist,1
39244,is dumbbell heavy?,1
39245,Is toes a singular thing?,0
39246,is plainclothesman abstract,0
39247,is sweater smaller than a hand,0
39248,is licorice edible,1
39249,Is entomologist related to doctors?,1
39250,Is filament usually found in the livingroom?,1
39251,can u throw ball ?,1
39252,Is lake a lake?,1
39253,Is aircraft a person?,0
39254,is duckboat larger than a car?,1
39255,Does pedal change shape,0
39256,Can you make bun yourself,1
39257,is pawnshop something inside your house?,0
39258,Is blanket found in a bedroom?,1
39259,is pickpocket a person?,1
39260,can you buy carryall in a store,1
39261,"does fan need something operate (like electricity, a key, etc)",1
39262,Is griddlecakes bigger than a microwave,0
39263,is square has a shape,1
39264,Does bowl run on electricity?,0
39265,is amaretto abstract?,0
39266,is continent has any colors,1
39267,is burrow busy,0
39268,"is riverboat over 100,000",1
39269,Does thumbtack hold things together,1
39270,is taco fatty?,1
39271,Is wallboard man made?,1
39272,Does sketchbook require electricity?,0
39273,Can blackhead die,0
39274,is cube a plant?,0
39275,does biologist have to do with blood,1
39276,Does cocoa look like little trees?,0
39277,Is goo something I can pick up with one hand?,1
39278,Would you use coolant to kill vermin?,0
39279,"Is granite a very specific item, such as a type of rock?",1
39280,is forgiver an action,1
39281,is sex dealing with pleasure?,1
39282,is cashir done standing up,1
39283,Is employer human?,1
39284,is microphone a human,0
39285,Can you find isle in a park,0
39286,Is merchantman used for entertainment?,0
39287,Is nacho a feeling?,0
39288,does card come in varied colors,1
39289,Does nobleman have eyes?,1
39290,is spittoon important to have,0
39291,is garage part of the house like a structure?,1
39292,can lubricant be purchased,1
39293,Is congressman a profession?,1
39294,does school have windows,1
39295,is saltine a breakfast food ?,0
39296,does swimming involve water,1
39297,Is wrapper something I would throw away like garbage?,1
39298,Is pavement an object,1
39299,does rash describe something?,1
39300,Is trash a table?,0
39301,Is canal something a person can ride on?,1
39302,Is hitch something desirable to most people?,1
39303,Is flask an object?,1
39304,can you buy garbage at the store,0
39305,is court big?,1
39306,can I buy sweatshop at the dollar store?,0
39307,IS villain a type of relationship?,0
39308,is lamp kept in people's homes?,1
39309,Is lady a child?,0
39310,Does bookshop move?,0
39311,Is villa something you can buy?,1
39312,IS eyelash a person?,0
39313,is turpentine useful?,1
39314,does scripts involve writing,1
39315,Is lava made of wood?,0
39316,is greenery an animal?,0
39317,is pantaloons big?,1
39318,is firehouse used to store anything,1
39319,Is range a feeling?,0
39320,can you hold alternator in your hand,1
39321,Is scratcher an object,1
39322,Is poison edible?,0
39323,Is paparazzi a child?,0
39324,It machine involved in construction?,1
39325,Is martini a book?,0
39326,Does selling involve steering a vehicle in the water?,0
39327,is accomplice human,1
39328,Is grille metal?,1
39329,is valve made in a factory,1
39330,can masher be different colors?,1
39331,is couch a tool,0
39332,does dwelling communicate,0
39333,Is koolaid a liquid?,1
39334,Can you buy man at the store?,0
39335,Is speedster heavy?,1
39336,is microscope used for fun?,1
39337,does human breathe,1
39338,Is handball alive?,0
39339,is gashes an object,0
39340,is boatyard furniture,0
39341,Does belt cost a lot of money,0
39342,Does adviser move?,1
39343,Does steeple have leafs?,0
39344,Is thumbscrew a thing?,1
39345,Does shanty move?,0
39346,Is year heavy?,0
39347,Is dune bigger than a bread box?,1
39348,Is longneck made of wood?,0
39349,is champ a person?,1
39350,Is drummer related to politics?,0
39351,Does ceremony involve more than one person,1
39352,is backwash made from wood,0
39353,is desk made out of wood,1
39354,Is rainwater an idea?,0
39355,Is laxative paper?,0
39356,does giver exercise ?,1
39357,Is chrysanthemum a plant?,1
39358,Does transmitter plug into an outlet?,1
39359,is nook cotton,0
39360,is thesaurus a profesion,0
39361,is applecart found inside?,0
39362,Can joist be touched?,1
39363,is eyeball an animal?,0
39364,can monument be found in a normal city,1
39365,Is coast a being?,0
39366,is boozer related to governemnt,0
39367,is computer electronic?,1
39368,is wall tall?,1
39369,Is deli used to clean?,0
39370,is barrel made of metal,1
39371,does exercise cost money?,1
39372,Do you sometimes put waterspout in the oven?,0
39373,Is crabber an object?,0
39374,Is hospital performed indoors usually?,1
39375,is outpatient related to sales?,0
39376,Is hallowedness abstract?,1
39377,Does walking require protective gear?,0
39378,Does statesman involve kids?,1
39379,Is ball electrical?,0
39380,Does store have a return policy?,1
39381,Is vise a tool?,1
39382,Is manure solid?,1
39383,Is sniper on earth?,1
39384,does bananas come in pill form? ,0
39385,does caravan have a steering wheel?,1
39386, Does grandson come from a plant? ,0
39387,Do they wear bowtie on their hands?,0
39388,Can concubine drive a car?,1
39389,Can I use icebox at work?,1
39390,is kernel a fruit?,0
39391,Is brain a utensil,0
39392,is chateau smaller than a car,0
39393,is lice alive?,1
39394,is apple physically visible,1
39395,is shaver an object,1
39396,is notepaper from a tree?,1
39397,Is lake a certain kind of water?,1
39398,is fire natural?,1
39399,Is peasant a gender?,0
39400,can boulder be found in a house,0
39401,is mad black?,0
39402,Is software an actual physical object,0
39403,Is canner risky?,0
39404,Is granddaughter male?,0
39405,Does heads have two legs?,0
39406,Is silent a radio?,0
39407,Can plastic be drank?,0
39408,Is nacho a place?,0
39409,is preacher alive,1
39410,does bride wear a dress?,1
39411,is darts edible?,0
39412,would you find screwdriver in a toolbox,1
39413,is binder a place,0
39414,is mortician alive,1
39415,Is sunbather an adult?,1
39416,Is pig man-made?,0
39417,Is trajectory an element?,0
39418,Is tablet used for hiking?,0
39419,is oxygen related to humans?,1
39420,Does swastika have a physical form?,1
39421,Is elder elderly?,1
39422,is dash made of wood?,0
39423,Does crime obey?,0
39424,Does tomb fly?,0
39425,is parkland a wall,0
39426,Does correspondent smoke,1
39427,Is quarter typically found in a house?,1
39428,does housemate have sex with a woman ?,1
39429,Is serum a gem?,0
39430,is paint white,1
39431,Is obsidian made of stone?,1
39432,Is elbow a bacteria? ,0
39433,Does subcontractor have hair?,1
39434,Is inn visited multiple times per day?,1
39435,Is deliverer alive?,1
39436,is bikini made up of  metal,0
39437,is machete heavy,1
39438,Does honeydew have to do with an ocean?,0
39439,is quadriceps made of wood,0
39440,Does lambskin have wheels?,0
39441,Is celebrity involved in the media?,1
39442,is locker an idea,0
39443,Is trainload used in a forest?,0
39444,Is pump a job?,0
39445,is track alive,0
39446,Does tuxedo have a distinct smell?,0
39447,is sun made out of bread,0
39448,Does cornfield have leaves?,1
39449,Does wall have children?,0
39450,is applicator visible?,1
39451,Is meth boiled?,1
39452,Is strand usually found outside?,1
39453,Is cornea a profession?,0
39454,is socks made of fiber/fabric?,1
39455,does strawberry grow in califrnia?,1
39456,Is denominator studying?,0
39457,Is flute an instrument?,1
39458,is pasties a plant,0
39459,Would compass be useful for someone to take compass with them?,1
39460,is grill normally found outside,1
39461,is drugstore for the gathering of a necessity,1
39462,so is slush imaginary?,0
39463,does tent have a restroom?,0
39464,Is racoon an animal,1
39465,is throne bigger than a car,0
39466,Is tractor something expensive?,1
39467,Is jailbird dependent on age?,0
39468,Is mammogram watching people eat?,0
39469,is ball a toy?,1
39470,Is moors made of metal?,0
39471,		is groomer a human?,1
39472,Is dynamite expensive?,1
39473,Is broth in a house?,1
39474,is crayons colored,1
39475,does cart have wheels,1
39476,is human a type of plant/tree/etc? ,0
39477,Is sealskin soft?,1
39478,is ocean an action that humans perform,0
39479,can spleen speak,0
39480,is emcee a profession,1
39481,Does fruit smell?,1
39482,can you buy plane in a store,0
39483,is agriculture an idea?,0
39484,Can you buy consider in a store?,0
39485,is paper related to administriative work,1
39486,Do you use bike to build something?,0
39487,Is storm something related to the weather?,1
39488,is ironworks fancy,0
39489,Is fondue some kind of pet?,0
39490,is typewriter used inside,1
39491,is aloe dangerous?,0
39492,is hello a saying,1
39493,Is spruce deciduous?,1
39494,can you hang mattress on a wall,0
39495,"Is toddler related to a person's age or status, like teenager or grandmother?",1
39496,can thesaurus fit in your hand,1
39497,Is team edible?,0
39498,is magazine a thing,1
39499,Is dashboard something than can be worn?,0
39500,Is armor commonplace?,0
39501,can you hold scroll in your hand,1
39502,Is tea something that everyone wants to be?,0
39503,is boogers common?,1
39504,does trial grow,0
39505,Is toilet alive?,0
39506,does waterpipe involve plumbing?,1
39507,is pepperoni a food?,1
39508,Is consciousness abstract?,1
39509,Does songwriter require equipment?,1
39510,is space a physical object? ,0
39511,Is glue soft?,1
39512,Is neuroscientist an occupation?,1
39513,is titan a household item?,0
39514,Is pharmacist safe for children?,1
39515,is diva a person,1
39516,is skier about cleaning something up?,0
39517,Is cabinet used to prepare food?,0
39518,is try something you play with?,0
39519,Is trombone made of plastic?,0
39520,is human an object?,1
39521,is peas a food,1
39522,Is dishwasher used to clean things?,1
39523,Is air used to do something?,1
39524,is tassel expensive?,1
39525,Is group a large bird?,0
39526,does homeowner move?,1
39527,Is ashes made of plastic?,0
39528,can sidearm be powered by ellectricty,0
39529,Is president a profession associated with the government/,1
39530,Is dummy living?,0
39531,is horseman large?,1
39532,is wheel an animal,0
39533,Is kumquat a solid?,1
39534,Is madam a profession?,1
39535,Is racquetball used for fun?,1
39536,is tops a concept?,0
39537,can you lift featherbed easily?,1
39538,is organs man made?,0
39539,Is mars from this planet?,0
39540,IS lather usually found outside?,0
39541,Is book a job title?,0
39542,is telescope used to cut things? ,0
39543,is route smaller than a skyscraper?,1
39544,Is croissant delicious,1
39545,Does beeswax come from plants?,0
39546,Is plastic metal?,0
39547,Is chariot human?,0
39548,Is cervix related to weather?,0
39549,is rake used in the house,0
39550,Is rainbow a building,0
39551,Is speechmaker related to the court system?,1
39552,is kids alive?,1
39553,Does tobacco have a color?,1
39554,Is paperweight related to real estate or architecture?,0
39555,Is phone man made?,1
39556,is cockpit alive?,0
39557,is musketeer related to gangs?,1
39558,is fluoride furniture,0
39559,Is shopper a honor?,0
39560,Is analyst clothing?,0
39561,is firehouse man made,1
39562,Is stapler used for hygiene?,0
39563,Would I recognize gasp if I saw it?,1
39564,Can i buy sapling at a store,1
39565,Is calipers a ring?,0
39566,is pedestrian a profession?,0
39567,Is pane heavy?,1
39568,is entranceway related to science?,0
39569,does wielder involve water?,0
39570,Is cutter loud?,1
39571,is solvent edible?,0
39572,is banana red?,0
39573,Is goalie a specific person,1
39574,is criminal a good person,0
39575,Is feeler liquid?,0
39576,is taxi a vehicle?,1
39577,is assignment found in the forest?,0
39578,Does coach relate to a specific occupation?,1
39579,is cousin a relative,1
39580,Can plastic be used to cook with,1
39581,Does dishwater clean things?,1
39582,Is paratrooper an object?,0
39583,does wall crawl?,0
39584,Does thermomiter take temperature?,1
39585,Is love bought in a store?,0
39586,Is cup made of plastic?,1
39587,Is girdle clothing?,1
39588,Does trumpet make noise?,1
39589,Is space a specific location?,1
39590,is horsehide a tool,0
39591,does obstetrician involve vehicles,0
39592,is baptism in the air,0
39593,is rider alive?,1
39594,is manifesto part of a sentence?,1
39595,Is tug tied to a certain country or ethnicity?,0
39596,is fake furniture?,0
39597,Is stylus informational?,0
39598,Does remover smell bad?,1
39599,does pepperoni come from a pig?,1
39600,is bayou human being related?,0
39601,is destroyer related to household things,0
39602,is aftershave related to weather?,0
39603,is post in the ground,1
39604,does muscleman take training,1
39605,Is brickwork fake?,0
39606,Is shop a bird?,0
39607,is shower kept in the house?,1
39608,Is wood related to the sciences?,1
39609,is leakage a household item?,0
39610,Is cowskin a material,1
39611,Is schoolgirl a small animal?,0
39612,Is supplier their job to entertain others?,0
39613,Is mother a human?,1
39614,is chair furniture,1
39615,is monsignor human?,1
39616,Can you find cave in nature,1
39617,does wallet go in a jacket or pants pocket?,1
39618,does clock tell time?,1
39619,Is grandmother living?,1
39620,Is sabre alive?,0
39621,is wheat found in nature,1
39622,do you purchase beaker from a store,1
39623,is plaintiff an occupation,0
39624,is father family oriented,1
39625,Does painter involve two people interacting?,0
39626,does sticker have feelings?,0
39627,is barber alive,1
39628,Is cupcake plastic?,0
39629,Is steel made of metal?,1
39630,is obstruction a fantasy?,0
39631,is follower alive?,1
39632,Does root provide food?,1
39633,is period an animal?,0
39634,Is pilot a profession?,1
39635,does brooder have something to do with a persons attitude,0
39636,is moviemaker smaller than my hand,0
39637,Is genome heavy for it's size,0
39638,Is smokehouse something alive?,0
39639,found hammer in home depot?,1
39640,is tea bigger than a car,0
39641,is uranium solid?,1
39642,Can time be purchased at the store?,0
39643,is arm a human body part?,1
39644,Is tenant an employee?,1
39645,is horsehair made of metal?,0
39646,Is slave free?,0
39647,is veteran an animal,0
39648,does skateboard have wheels ?,1
39649,is fart desireable?,0
39650,Is magnet a solid?,1
39651,is judge appointed by an elected official,1
39652,Is thingamabob for hygiene?,1
39653,Is mushroom a physical object? ,1
39654,Is kin about politics?,0
39655,Is signature normally found in nature?,0
39656,does pedestrian walk,1
39657,is hose primarily used indoors?,0
39658,Is beachwear worn on your hands?,0
39659,Is spade a tool?,1
39660,Does schoolwork grow?,0
39661,Is laundry used in bad weather?,1
39662,is ozone something you can touch?,0
39663,is plate found in a home,1
39664,does stickman have wheels ?,0
39665,Does bartender move?,1
39666,Is medicine related to health,1
39667,is inkpad used for work?,1
39668,is fork a utensil,1
39669,Is jawbone a body part?,1
39670,Is madhouse an action?,0
39671,is etching about clothing?,0
39672,is teacher associated more with women than men?,1
39673,is tops made out of plastic?,0
39674,Is orphanage a thing?,1
39675,is garden outdoors?,1
39676,is landscaper a job title?,1
39677,is roughhouse related to finance?,0
39678,Can prairie be found in the united states?,1
39679,Does doctor have to do with commercial construction?,0
39680,Is trapdoor worth a lot of money?,0
39681,is rainstorm a place?,0
39682,Is spade made of metal?,1
39683,Is broccoli a vegetable ,1
39684,Do you learn about refill in school?,0
39685,is jailcell an entire building,0
39686,does red have a certain color,1
39687,is idea a tangible item,0
39688,Can monocle bought in a store?,1
39689,Is ejaculator outside,0
39690,is smuggler related to human trafficking ,1
39691,is pianist in the medical field,0
39692,Is oven bigger than a cat?,1
39693,is movie made of wood,0
39694,is lounge harmful?,0
39695,Does person represent an individual living thing?,1
39696,Is spatula an object?,1
39697,Can you find sink in a house?,1
39698,is attire in the sky?,0
39699,Is princess human?,1
39700,Does fork cut things?,1
39701,is taper valuable,0
39702,Is grenade big?,0
39703,Is dramatist in the medical field?,0
39704,is mogul a person,1
39705,Is antennae a cleaning supply?,0
39706,is shedder a job?,0
39707,is wristband made of something soft?,1
39708,can typist breathe,1
39709,is host living?,1
39710,does print come in different languages,1
39711,is oats a common household item,1
39712,Is hostess a hard job?,0
39713,is carport living?,0
39714,is candy electronic,0
39715,does snakebite have poison or venom or a toxin?,1
39716,Is bait something that typically cost more than 20 dollars,0
39717,is truck related to a profession?,1
39718,Is brunette a concept?,0
39719,is homesteader an object,0
39720,Is moon human-made?,0
39721,Is fondue some kind of tool?,0
39722,is stereo multicolored?,1
39723,Is carbonate larger than a shoebox?,0
39724,do men and women use hubcap equally?,1
39725,Can you rub ivy on your arm and make a yellow smear?,0
39726,is venom soft?,0
39727,Is puss found on Earth?,1
39728,Is vineyard a snack?,0
39729,is footstool bigger then a basketball,1
39730,is archipelago edible?,0
39731,is pickpocket alive?,1
39732,Is cotten softer than a pillow? ,1
39733,Would I find speechmaker in the home of an average person?,1
39734,Is sun man made?,0
39735,is fog a mineral?,0
39736,Is spices heavy?,0
39737,is blade a vehicle,0
39738,Is headmistress edible,0
39739,does shanty have a roof?,1
39740,Is doctor a person?,1
39741,Does hamburger smell?,1
39742,Is petroleum solid?,0
39743,Is gelatin a condiment?,1
39744,is jeep a type of vehicle?,1
39745,Is townhouse a plant,0
39746,Does freezer have meat?,1
39747,does soloist use a instrument,1
39748,can shit be moved?,1
39749,Is anchor made of metal?,1
39750,Is scrambler soft?,0
39751,Is sidewalk normally found in a home?,0
39752,is fireman more common for a man to do this,1
39753,is rap brown,0
39754,Is anthrax related to religion?,0
39755,Would airplane commonly be found in a house?,0
39756,Is sea blue?,1
39757,Is motorcade something inside our home?,0
39758,does minister involve paperwork?,1
39759,Is shutter used in a garden?,0
39760,is nurse human?,1
39761,Is gazer invented by human?,0
39762,Is transvestite related to food?,0
39763,Is patio a roof?,0
39764,Is purse an accessory?,1
39765,Is teakwood some kind of weather?,0
39766,Is paycheck a body part?,0
39767,is jackhammer smaller than tv remote,0
39768,Is urine a decoration?,0
39769,is breeder an object,0
39770,Does benefactor relate to doctors?,0
39771,Is firelight a physical action?,0
39772,is breadwinner an object,0
39773,is smorgasbord a profession,0
39774,Does investigator relate to the earth?,0
39775,is damper tangible?,0
39776,does orthopedist work with women,1
39777,is bean green?,1
39778,Does saucer touch the ground usually?,0
39779,does army involve shooting,1
39780,Can crystal be broken?,1
39781,does shack have wheels?,0
39782,Is treeline alive,0
39783,does corncob grow?,1
39784,is mascot human?,1
39785,is toast considered junk food?,0
39786,does pinwheel have a color,1
39787,is foldout a part of something?,1
39788,is pedestal an object?,1
39789,is yolk tangible,1
39790,Is motorhome alive?,0
39791,Is hook the work of arts?,0
39792,Can steam be seen?,1
39793,Is ganja a type of nut or seed?,0
39794,Is gravestone in America,1
39795,Is dishwasher somethin found in a house?,1
39796,is inks an occupation,0
39797,Does rainforest give fruits?,1
39798,Is gingerroot a mineral like salt?,0
39799,Is bullwhip made out of wood?,0
39800,Can you order bible online?,1
39801,does drumming have to do with sports?,0
39802,Is illustration small?,1
39803,Is maypole a part of a whole?,0
39804,Is locksmith involved with food?,0
39805,is doorstep something you wear?,0
39806,is deepfryer made of metal,1
39807,Is forest an animal?,0
39808,Is cognac made of wood?,0
39809,Is wallflower part of a tree?,0
39810,Can greens sometimes be red?,0
39811,Can you write atmosphere down?,0
39812,is window natural made,0
39813,is acrobat an animal,0
39814,is claw soft,0
39815,Is detonator normally found in a home?,0
39816,Is weight heavy,1
39817,does coordinator have money,1
39818,is doornail small enough to hold in hand,1
39819,Do we use mucus to do something with?,0
39820,Is door made of wood?,1
39821,is electrician a job?,1
39822,is swarm a plant,0
39823,is bike legal to own?,1
39824, Is tank related to military?,1
39825,Is language a hand signal at all?,1
39826,is dab alive?,0
39827,Is ecosystem an occupation?,0
39828,can collaborator explode?,0
39829,is bacon human?,0
39830,Is plasterer made out of plastic?,0
39831,can you use picket as transportation?,0
39832,does roses only grow in one color,0
39833,Is chocolate consumed as a food or drink?,1
39834,does orthopedist work outside the house,1
39835,Is crackers alive?,0
39836,Is house something that can be thrown?,0
39837,is dreams tangible?,0
39838,Is pail something abstract,0
39839,Does caddie use electricity?,0
39840,Is tortellini a dessert,0
39841,Can seagull fly?,1
39842,is rose a plant,1
39843,Is eardrum related to medicine?,1
39844,Does circle come in different sizes?,1
39845,does evolution involve people,1
39846,does mascara fit on a hand?,1
39847,Does rock need water,0
39848,Is cove a texture?,0
39849,Is clothes a part of a house?,0
39850,Is salesperson man-made?,0
39851,is birdwatching done in nature?,1
39852,Is twister a plant?,0
39853,Is boobs a physical object?,1
39854,Would I find retainer in a doctor's office?,1
39855,Is businessman a tree?,0
39856,is microphone human,0
39857,is housetops found outside,1
39858,is mom a title like mom or dad?,1
39859,is paperwork hard?,0
39860,is swatch a sound,0
39861,is multiprocessor an appliance of sorts,1
39862,is boulder light,0
39863,Is candle medicine?,0
39864,is grain sour,1
39865,Is treasure something hard/solid?,1
39866,would plastic harm a plant?,0
39867,Is shoelace an every day use object?,1
39868,Is deli used to create art?,0
39869,Is limousine popular in the US?,1
39870,Is acre an object?,0
39871,Can lounge be held in the hand?,0
39872,is toy alive,0
39873,does applecart have to do with sports?,0
39874,Does crust have moving parts?,0
39875,Is neat a species,0
39876,Is stickers food?,0
39877,does city have buildings,1
39878,is pitcher held in one hand?,1
39879,Is sniper tall?,1
39880,Is reciept entertaining?,0
39881,Is spaghetti finger food?,0
39882,Is stickers alive,0
39883,Is bike a vehicle,1
39884,is pine a type of plant/grown on a plant? ,1
39885,can u see dislocation with ur eyes?,1
39886,is herdsman alive?,1
39887,Is cola a liquid?,1
39888,is poison related to technology,0
39889,Is chair made of metal?,1
39890,Is streamer found in a refrigerator?,0
39891,is elder sold in stores,0
39892,Is lamp man-made?,1
39893,is burrow an object,0
39894,Is brunette alive?,1
39895,is carton manmade,1
39896,is pincer heavy?,0
39897,is nozzle heavy,0
39898,does doctor require a degree?,1
39899,IS soap man made?,1
39900,Is driving done in a city?,1
39901,is super a fungus,0
39902,Can trash be found in a kitchen?,1
39903,is quesadilla a dessert,0
39904,is chair made of plastic?,1
39905,does puma have fur?,1
39906,Is van used for transportation?,1
39907,is pliers edible,0
39908,Is commando in the kitchen?,0
39909,Is lubrication alive?,0
39910,do I use lightbulb on myself?,0
39911,Is isle a liquid,0
39912,can I touch cloud with my hand,0
39913,is number alive?,0
39914,Can boob be borrowed by a friend,0
39915,is earthling a white person?,1
39916,Does tree grow roots?,1
39917,Is cheese a dairy product?,1
39918,is bottom foun elsewhere besides earth?,0
39919,Does fixer come from the sky?,0
39920,does rowboat use electricity,0
39921,would gum fit in a pocket of pants?,1
39922,does axle hold stuff,1
39923,Is mercury on the periodic table?,1
39924,does slipcover ever break,1
39925,Is pill a specific type of food?,0
39926,Is fountain a ride? Like something you'd find in an amusement park.,0
39927,is beach sand?,1
39928,is wilderness on land,1
39929,is filet fried at all?,1
39930,is manual something i can read,1
39931,Is shaker a physical object?,1
39932,Is chessboard expensive?,1
39933,is sidewalk made of stone or rock?,1
39934,Can you buy sedative at WalMart?,1
39935,is receptor alive,0
39936,Is coat made of concrete?,0
39937,is space alive,0
39938,Is livery a piece of furniture?,0
39939,Is guitar music related?,1
39940,is schoolbook a place,0
39941,Is evolution found on earth?,1
39942,is buttercup wood,0
39943,"does electrochemist pay well ($100,000+)?",1
39944,is burrow windy,0
39945,Is come a gem?,0
39946,Is archway a tool?,0
39947,Is musician a specific occupation?,1
39948,is kitchen part of a house,1
39949,does plum grow on a tree,1
39950,can I use headwear as a door stopper?,0
39951,is breeder cheap,1
39952,is motorist an adult?,1
39953,is bigfoot something you call someone else,0
39954,Can hammer wear shoes?,0
39955,Does tonic involve voting?,0
39956,Is neighborhood a place?,1
39957,is wind physical object,0
39958,is state found outside,1
39959,IS coast living?,0
39960,Is chocolate used in a store?,0
39961,is signal living?,0
39962,is squeaker a physical object,1
39963,Is garnishment used in cooking?,1
39964,Is patient alive,1
39965,does job pay,1
39966,Can backstabber dive in water?,1
39967,is fruit electronic?,0
39968,do people have court in their cars?,0
39969,can roast fit in a mouth,1
39970,is air expensive?,0
39971,Can latchkey be held in one hand?,1
39972,is trouble a tool or something people use,0
39973,Is currency some sort of meter?,0
39974,is carrot a vegatable?,1
39975,is stardust a mountain?,0
39976,can you sit on lamp ,0
39977,is bathroom a room,1
39978,can flowers be a gift?,1
39979,does cup need batteries?,0
39980,Does aftermarket relate to motivation?,0
39981,Is sentry something common?,0
39982,does haggler involve haggling ,1
39983,Is tutu solid?,1
39984,is blowgun solid ? ,1
39985,Is soup used with water?,1
39986,Is abdomen round,1
39987,does pottery describe someone,0
